product_id,product_name,area,date,sales,temp,humidity,weather_main,weather_desc,wind_speed,name
P003,Moisturizer ,Rajpura,2025-01-07,39,23.23,43,Clear,moderate rain,3.04,None
P003,Moisturizer ,Mohali,2025-01-07,54,33.66,74,Clear,scattered clouds,5.95,None
P003,Moisturizer ,Bathinda,2025-01-07,106,21.67,55,Rain,scattered clouds,6.47,None
P001,Soft Drink ,Bathinda,2025-01-07,166,21.67,55,Rain,scattered clouds,6.47,None
P001,Soft Drink ,Malout,2025-01-07,176,39.28,76,Clouds,scattered clouds,8.72,None
P001,Soft Drink ,Mohali,2025-01-07,218,33.66,74,Clear,scattered clouds,5.95,None
P001,Soft Drink ,Rajpura,2025-01-07,190,23.23,43,Clear,moderate rain,3.04,None
P001,Soft Drink ,Patiala,2025-01-07,203,35.79,57,Clouds,overcast clouds,9.26,None
P003,Moisturizer ,Malout,2025-01-07,81,39.28,76,Clouds,scattered clouds,8.72,None
P002,Sweets ,Malout,2025-01-07,131,39.28,76,Clouds,scattered clouds,8.72,None
P002,Sweets ,Mohali,2025-01-07,167,33.66,74,Clear,scattered clouds,5.95,None
P002,Sweets ,Rajpura,2025-01-07,135,23.23,43,Clear,moderate rain,3.04,None
P002,Sweets ,Patiala,2025-01-07,101,35.79,57,Clouds,overcast clouds,9.26,None
P002,Sweets ,Bathinda,2025-01-07,117,21.67,55,Rain,scattered clouds,6.47,None
P003,Moisturizer ,Patiala,2025-01-08,80,39.82,50,Rain,clear sky,3.8,None
P004,Pooja Articles,Bathinda,2025-01-08,163,21.99,86,Rain,moderate rain,7.19,None
P004,Pooja Articles,Malout,2025-01-08,96,26.14,56,Clear,light rain,6.87,None
P004,Pooja Articles,Mohali,2025-01-08,206,28.28,76,Rain,scattered clouds,7.45,None
P004,Pooja Articles,Rajpura,2025-01-08,137,22.14,73,Clear,clear sky,3.1,None
P005,Gift Hamper,Bathinda,2025-01-08,251,21.99,86,Rain,moderate rain,7.19,None
P005,Gift Hamper,Malout,2025-01-08,221,26.14,56,Clear,light rain,6.87,None
P005,Gift Hamper,Mohali,2025-01-08,242,28.28,76,Rain,scattered clouds,7.45,None
P005,Gift Hamper,Rajpura,2025-01-08,213,22.14,73,Clear,clear sky,3.1,None
P003,Moisturizer ,Rajpura,2025-01-08,58,22.14,73,Clear,clear sky,3.1,None
P004,Pooja Articles,Patiala,2025-01-08,112,39.82,50,Rain,clear sky,3.8,None
P005,Gift Hamper,Patiala,2025-01-08,172,39.82,50,Rain,clear sky,3.8,None
P003,Moisturizer ,Mohali,2025-01-08,36,28.28,76,Rain,scattered clouds,7.45,None
P003,Moisturizer ,Bathinda,2025-01-08,26,21.99,86,Rain,moderate rain,7.19,None
P003,Moisturizer ,Malout,2025-01-08,82,26.14,56,Clear,light rain,6.87,None
P001,Soft Drink ,Bathinda,2025-01-08,175,21.99,86,Rain,moderate rain,7.19,None
P001,Soft Drink ,Malout,2025-01-08,239,26.14,56,Clear,light rain,6.87,None
P001,Soft Drink ,Rajpura,2025-01-08,131,22.14,73,Clear,clear sky,3.1,None
P001,Soft Drink ,Patiala,2025-01-08,189,39.82,50,Rain,clear sky,3.8,None
P001,Soft Drink ,Mohali,2025-01-08,155,28.28,76,Rain,scattered clouds,7.45,None
P002,Sweets ,Malout,2025-01-08,126,26.14,56,Clear,light rain,6.87,None
P002,Sweets ,Mohali,2025-01-08,171,28.28,76,Rain,scattered clouds,7.45,None
P002,Sweets ,Rajpura,2025-01-08,175,22.14,73,Clear,clear sky,3.1,None
P002,Sweets ,Patiala,2025-01-08,150,39.82,50,Rain,clear sky,3.8,None
P002,Sweets ,Bathinda,2025-01-08,126,21.99,86,Rain,moderate rain,7.19,None
P004,Pooja Articles,Mohali,2025-01-09,102,29.24,81,Rain,clear sky,2.32,None
P003,Moisturizer ,Patiala,2025-01-09,25,32.65,87,Clouds,scattered clouds,3.99,None
P004,Pooja Articles,Bathinda,2025-01-09,137,36.12,74,Rain,light rain,5.36,None
P004,Pooja Articles,Malout,2025-01-09,171,33.26,41,Clear,moderate rain,4.19,None
P004,Pooja Articles,Patiala,2025-01-09,180,32.65,87,Clouds,scattered clouds,3.99,None
P003,Moisturizer ,Rajpura,2025-01-09,47,34.6,49,Clear,moderate rain,6.42,None
P005,Gift Hamper,Malout,2025-01-09,230,33.26,41,Clear,moderate rain,4.19,None
P005,Gift Hamper,Mohali,2025-01-09,210,29.24,81,Rain,clear sky,2.32,None
P005,Gift Hamper,Rajpura,2025-01-09,243,34.6,49,Clear,moderate rain,6.42,None
P005,Gift Hamper,Patiala,2025-01-09,235,32.65,87,Clouds,scattered clouds,3.99,None
P005,Gift Hamper,Bathinda,2025-01-09,192,36.12,74,Rain,light rain,5.36,None
P003,Moisturizer ,Mohali,2025-01-09,67,29.24,81,Rain,clear sky,2.32,None
P004,Pooja Articles,Rajpura,2025-01-09,136,34.6,49,Clear,moderate rain,6.42,None
P003,Moisturizer ,Bathinda,2025-01-09,99,36.12,74,Rain,light rain,5.36,None
P001,Soft Drink ,Malout,2025-01-09,170,33.26,41,Clear,moderate rain,4.19,None
P001,Soft Drink ,Mohali,2025-01-09,212,29.24,81,Rain,clear sky,2.32,None
P001,Soft Drink ,Rajpura,2025-01-09,190,34.6,49,Clear,moderate rain,6.42,None
P001,Soft Drink ,Patiala,2025-01-09,193,32.65,87,Clouds,scattered clouds,3.99,None
P002,Sweets ,Bathinda,2025-01-09,145,36.12,74,Rain,light rain,5.36,None
P001,Soft Drink ,Bathinda,2025-01-09,169,36.12,74,Rain,light rain,5.36,None
P002,Sweets ,Malout,2025-01-09,127,33.26,41,Clear,moderate rain,4.19,None
P002,Sweets ,Mohali,2025-01-09,133,29.24,81,Rain,clear sky,2.32,None
P002,Sweets ,Rajpura,2025-01-09,85,34.6,49,Clear,moderate rain,6.42,None
P002,Sweets ,Patiala,2025-01-09,120,32.65,87,Clouds,scattered clouds,3.99,None
P003,Moisturizer ,Malout,2025-01-09,97,33.26,41,Clear,moderate rain,4.19,None
P004,Pooja Articles,Bathinda,2025-01-10,126,27.22,52,Rain,moderate rain,6.88,None
P004,Pooja Articles,Malout,2025-01-10,131,26.45,59,Clouds,light rain,9.41,None
P004,Pooja Articles,Mohali,2025-01-10,135,27.56,66,Rain,light rain,1.99,None
P004,Pooja Articles,Rajpura,2025-01-10,132,25.14,77,Rain,light rain,9.66,None
P004,Pooja Articles,Patiala,2025-01-10,172,29.37,65,Rain,scattered clouds,2.65,None
P005,Gift Hamper,Malout,2025-01-10,221,26.45,59,Clouds,light rain,9.41,None
P005,Gift Hamper,Mohali,2025-01-10,224,27.56,66,Rain,light rain,1.99,None
P005,Gift Hamper,Rajpura,2025-01-10,216,25.14,77,Rain,light rain,9.66,None
P005,Gift Hamper,Patiala,2025-01-10,249,29.37,65,Rain,scattered clouds,2.65,None
P003,Moisturizer ,Patiala,2025-01-10,98,29.37,65,Rain,scattered clouds,2.65,None
P005,Gift Hamper,Bathinda,2025-01-10,201,27.22,52,Rain,moderate rain,6.88,None
P003,Moisturizer ,Rajpura,2025-01-10,44,25.14,77,Rain,light rain,9.66,None
P003,Moisturizer ,Mohali,2025-01-10,54,27.56,66,Rain,light rain,1.99,None
P003,Moisturizer ,Malout,2025-01-10,63,26.45,59,Clouds,light rain,9.41,None
P001,Soft Drink ,Malout,2025-01-10,172,26.45,59,Clouds,light rain,9.41,None
P001,Soft Drink ,Mohali,2025-01-10,186,27.56,66,Rain,light rain,1.99,None
P001,Soft Drink ,Rajpura,2025-01-10,177,25.14,77,Rain,light rain,9.66,None
P001,Soft Drink ,Patiala,2025-01-10,155,29.37,65,Rain,scattered clouds,2.65,None
P002,Sweets ,Bathinda,2025-01-10,149,27.22,52,Rain,moderate rain,6.88,None
P001,Soft Drink ,Bathinda,2025-01-10,222,27.22,52,Rain,moderate rain,6.88,None
P002,Sweets ,Mohali,2025-01-10,97,27.56,66,Rain,light rain,1.99,None
P002,Sweets ,Rajpura,2025-01-10,116,25.14,77,Rain,light rain,9.66,None
P002,Sweets ,Patiala,2025-01-10,124,29.37,65,Rain,scattered clouds,2.65,None
P003,Moisturizer ,Bathinda,2025-01-10,104,27.22,52,Rain,moderate rain,6.88,None
P002,Sweets ,Malout,2025-01-10,117,26.45,59,Clouds,light rain,9.41,None
P004,Pooja Articles,Bathinda,2025-01-11,103,36.01,47,Clear,scattered clouds,1.05,None
P004,Pooja Articles,Malout,2025-01-11,159,39.5,76,Clouds,overcast clouds,4.89,None
P004,Pooja Articles,Mohali,2025-01-11,146,23.39,58,Rain,scattered clouds,5.97,None
P004,Pooja Articles,Rajpura,2025-01-11,227,31.39,41,Rain,moderate rain,4.14,None
P004,Pooja Articles,Patiala,2025-01-11,176,26.41,73,Rain,clear sky,7.81,None
P005,Gift Hamper,Malout,2025-01-11,238,39.5,76,Clouds,overcast clouds,4.89,None
P005,Gift Hamper,Mohali,2025-01-11,208,23.39,58,Rain,scattered clouds,5.97,None
P005,Gift Hamper,Rajpura,2025-01-11,210,31.39,41,Rain,moderate rain,4.14,None
P005,Gift Hamper,Patiala,2025-01-11,239,26.41,73,Rain,clear sky,7.81,None
P003,Moisturizer ,Patiala,2025-01-11,67,26.41,73,Rain,clear sky,7.81,None
P005,Gift Hamper,Bathinda,2025-01-11,218,36.01,47,Clear,scattered clouds,1.05,None
P003,Moisturizer ,Rajpura,2025-01-11,68,31.39,41,Rain,moderate rain,4.14,None
P003,Moisturizer ,Mohali,2025-01-11,83,23.39,58,Rain,scattered clouds,5.97,None
P003,Moisturizer ,Malout,2025-01-11,105,39.5,76,Clouds,overcast clouds,4.89,None
P001,Soft Drink ,Malout,2025-01-11,216,39.5,76,Clouds,overcast clouds,4.89,None
P001,Soft Drink ,Mohali,2025-01-11,151,23.39,58,Rain,scattered clouds,5.97,None
P001,Soft Drink ,Rajpura,2025-01-11,176,31.39,41,Rain,moderate rain,4.14,None
P001,Soft Drink ,Patiala,2025-01-11,187,26.41,73,Rain,clear sky,7.81,None
P002,Sweets ,Bathinda,2025-01-11,114,36.01,47,Clear,scattered clouds,1.05,None
P001,Soft Drink ,Bathinda,2025-01-11,173,36.01,47,Clear,scattered clouds,1.05,None
P002,Sweets ,Mohali,2025-01-11,108,23.39,58,Rain,scattered clouds,5.97,None
P002,Sweets ,Rajpura,2025-01-11,120,31.39,41,Rain,moderate rain,4.14,None
P002,Sweets ,Patiala,2025-01-11,117,26.41,73,Rain,clear sky,7.81,None
P003,Moisturizer ,Bathinda,2025-01-11,29,36.01,47,Clear,scattered clouds,1.05,None
P002,Sweets ,Malout,2025-01-11,107,39.5,76,Clouds,overcast clouds,4.89,None
P004,Pooja Articles,Bathinda,2025-01-12,139,31.16,56,Clouds,moderate rain,2.26,None
P004,Pooja Articles,Malout,2025-01-12,193,26.33,72,Rain,scattered clouds,4.61,None
P004,Pooja Articles,Mohali,2025-01-12,148,39.02,66,Rain,clear sky,2.55,None
P004,Pooja Articles,Rajpura,2025-01-12,169,24.86,61,Clear,clear sky,1.05,None
P004,Pooja Articles,Patiala,2025-01-12,132,32.46,49,Clouds,clear sky,8.81,None
P005,Gift Hamper,Malout,2025-01-12,251,26.33,72,Rain,scattered clouds,4.61,None
P005,Gift Hamper,Mohali,2025-01-12,274,39.02,66,Rain,clear sky,2.55,None
